word	sent1	sent2	id	pos1	pos2	grp	scores	tag
машина	В дополнение к неоднократным моим просьбам еще раз прошу срочной высылки для штарма шести и для каждого из трех корпусов не менее двух мощных легковых машин с полным комплектом запасных частей, без чего управлять операциями не могу.	Машина завела грустное-грустное, и Антон, покачивая головой и крепко прижав руку к щеке, запел что-то несуразное, без слов и без мотива.	training.scd.11	(151, 156)	(0, 6)	EARLIER	0.97554942	T
машина	В отверстие, сообразное величине кружков, сии последние вкладываются, при движении машины сами собой приходят в другую форму, по которой продергиваются, оборачиваясь и касаясь до клейма, у одной стороны формы имеющегося, и тоже сами собой падают в устроенное место.	74. Семьдесят четвертая машина есть ночник, которым бы ночью улицы осветить, изобретена от господина Фавра, 1703 года.	training.scd.12	(83, 89)	(24, 30)	EARLIER	0.07781521907200001	F
машина	Вода проведена машиною к стене, к которой прикреплена ванна.	Так например, в начале этой недели на маленькой 12-сильной машине завода Н.А.Г. в 3 дня покупатель совершил большую поездку из Москвы в Екатеринослав.	training.scd.13	(15, 22)	(59, 65)	EARLIER	0.99012275	T
машина	Водитель вылез из машины, пошел к багажнику.	А тут еще возня с приданым, которому Песоцкие придавали не малое значение; от звяканья ножниц, стука швейных машин, угара утюгов и от капризов модистки, нервной, обидчивой дамы, у всех в доме кружились головы.	training.scd.14	(18, 24)	(109, 114)	COMPARE	3.14950415e-05	F
машина	Вслед за машинами посредине мостовой идут цепи вьетнамских солдат.	Достигнуть этого на летательной машине почти невозможно.	training.scd.15	(9, 17)	(32, 38)	LATER	0.90888748	T
машина	Вы должны были рубить зло в корне, а не в ветвях, и дать такой толчок всеобщему движенью всего, чтобы после вас пошла сама собой работать машина, так чтобы незачем было над ней стоять и надсмотрщику, и сим только воздвигнули бы памятник вечный вашего генерал-губернаторства.	-- Пишущая машина!	training.scd.16	(138, 144)	(11, 17)	EARLIER	4.10936265e-05	F
машина	Выделка из торфа бумаги по новому способу не требует особых машин.	Здесь Его Высочество был встречен исправляющим должность главного начальника г. полковником Меньшениным 1-м и горным начальником Златоустовских заводов и директором Оружейной фабрики г. полковником Аносовым; по представлении сим последним чиновников местного управления, Его Высочество изволил осматривать Минеральный кабинет, состоящий преимущественно из ископаемых округа Златоустовских заводов; потом фабрику, где производится плавка золотосодержащих наносов в шахтных печах по способу, изобретенному г. полковником Аносовым, причем им представлено было краткое описание плавки и проба золота, полученного из чугуна, опытную амальгамирную фабрику, устроенную по образцу венгерских амальгамирных мельниц; промывку песков в бочках на машине, изобретенной г. Агте.	training.scd.17	(60, 65)	(735, 741)	EARLIER	0.99999115	T
машина	Дедушкин парадный костюм был уже изрядно помят, на нем появились грязные пятна -- видно, он ходил между тесно составленными машинами и задевал за их крылья.	Многим понравились наши землеройные машины -- гидравлический экскаватор Э-5015, экскаватор Э-303Б, мелиоративный экскаватор ЭМ-152Б.	training.scd.18	(124, 132)	(36, 42)	LATER	0.999998375	T
машина	Для таких баснословных урожаев огородникам приходится обращаться в машины и отказываться от всех радостей жизни, но во всяком случае эти труженики оказали человечеству громадную, неоценимую услугу тем, что они научили нас делать самим себе нужную почву.	Изучать органы независимо от их отправления, организмы независимо от их жизни почти так же невозможно, как изучать машину и ее части, не интересуясь их действием.	training.scd.19	(67, 73)	(115, 121)	EARLIER	3.40899605e-05	F
машина	Для устранения этих недостатков, сопряженных с работой на швейной машине, Шеллер и компания в Нью-Йорке рекомендовал снаряд, который легко может быть приделан ко всякой машине и позволяет приводить ее в движение весьма легким давлением.	На монетном дворе две машины паровые.	training.scd.20	(66, 72)	(22, 28)	EARLIER	0.9996455200000001	T
машина	Для устранения этих недостатков, сопряженных с работой на швейной машине, Шеллер и компания в Нью-Йорке рекомендовал снаряд, который легко может быть приделан ко всякой машине и позволяет приводить ее в движение весьма легким давлением.	На монетном дворе две машины паровые.	training.scd.21	(169, 175)	(22, 28)	EARLIER	0.9997477800000001	T
машина	Ей удалось сразу же открыть калитку (как он сразу же открыл машину, наитие открывает нам чужие вещи), и дальше она шла по расчищенной дорожке к веранде.	Епифанов уже самостоятельно водил машину и три раза ездил в Хабаровск и обратно.	training.scd.22	(60, 66)	(34, 40)	LATER	0.99999213	T
машина	Жидкий свет ацетилена, едва пробиваясь сквозь молочную, безвыходную тьму, круто спускался по обрывистому кустарнику, ведя за собой, как на поводу, машину.	Нам и так пора наступила сбавлять ход, чтобы застопорить машины для приемки лоцмана в заливе.	training.scd.23	(147, 153)	(57, 63)	LATER	0.9999966499999999	T
машина	"Журналист: После наших публикаций о ""багги"" редакция получила около трех тысяч писем от читателей, решивших взяться за постройку такой машины."	Скажем, чтобы посеять рис, шести машинам надо неоднократно пройти по пашне.	training.scd.24	(135, 141)	(33, 40)	LATER	0.9996280399999999	T
машина	Здесь мерно стучали машины, встряхивая железные ящики с черной землей, шипел и свистел сжатый воздух, на вагонетках стояли готовые формы.	Так ли, сяк ли, урожай 1861 года был, хотя с страшными мучениями, перемолочен частию цепами, частию убогою машиной.	training.scd.25	(20, 26)	(107, 114)	COMPARE	0.999997925	T
машина	Здесь мы опускаем историю несостоявшейся свадьбы с Уэллсом, когда Мура грозила Уэллсу, едучи с ним в такси, что выбросится на ходу из машины, если он будет настаивать на венчании.	Было еще темно, когда на Московском вокзале меня встретили два незнакомых сотрудника Физтеха, усадили в машину и повезли на Лесной.	training.scd.26	(134, 140)	(104, 110)	LATER	0.999995465	T
машина	Или, может, о вашей -- Орландо, едем, куда скажет сеньор Филипп, -- кинула она через плечо, когда втроем -- капрал на два шага сзади -- они выходили из театра к машине.	Но понеже таким образом на полу верхней избы много ям чинится, которые хотя и наполнить можно, однако 39 машина, плоская кровля избы изобретена от господина Трушета, 1699, которая помянутый недостаток многих ям уничтожает.	training.scd.27	(161, 167)	(105, 111)	COMPARE	1.7438992e-05	F
машина	Информбюро капитан Навозов отправились на яшиной машине под Чернигов -- ходили еще вчера слухи, что он должен сегодня обязательно пасть.	Глаза тигра следили за воздушной машиной.	training.scd.28	(49, 55)	(33, 40)	LATER	0.497835049475	F
машина	Как только последние удары инструментов докончили русло канала, Драченов на машине понесся к лесоучастку.	Кто же это из действительно мыслящих людей верит в наше время в объективный, самой природе присущий нравственный порядок Для людей образованных в огромном большинстве их природа есть равнодушная машина.	training.scd.29	(76, 82)	(195, 201)	COMPARE	9.68035875e-06	F
машина	Мать ее Лукинична гнулась до потемок над швейной машиной -- помогала портнихе, взятой из станицы.	Старая машина, она, может, и сто долларов не стоит -- старьё.	training.scd.30	(49, 56)	(7, 13)	LATER	0.99997593	T
машина	Миша, видимо, сбился с колеи, машину развернуло поперек дороги.	"Объявления Мазь ""МАДИЯ"" высокого качества рекомендуется для смазки машин взамен говяж."	training.scd.31	(30, 36)	(67, 72)	COMPARE	0.9999971	T
машина	Мы садимся в машину.	-- Ты действительно думал купить ей машину -- спросил Карташев.	training.scd.32	(13, 19)	(36, 42)	COMPARE	0.499956441255	F
машина	"На автомобильной гонке на выносливость машин Петербург-Рига-Петербург прибыла первой в 2 часа 23 минуты пополудни машина завода Оппель, фирмы ""Победа"" без штрафных очков."	Сотни работников уверенно ходили между машинами, и ни шаги их, ни голоса не были слышны среди моря звуков.	training.scd.33	(39, 44)	(39, 47)	EARLIER	0.99999408	T
машина	"На автомобильной гонке на выносливость машин Петербург-Рига-Петербург прибыла первой в 2 часа 23 минуты пополудни машина завода Оппель, фирмы ""Победа"" без штрафных очков."	Сотни работников уверенно ходили между машинами, и ни шаги их, ни голоса не были слышны среди моря звуков.	training.scd.34	(114, 120)	(39, 47)	EARLIER	0.9999957150000001	T
машина	На платформе царствовало необычайное оживление: выгружали земледельческие машины и камень, слышалась беготня и громкие крики на странном горловом жаргоне.	Сонно чмокают шлепки плиц, под палубой тяжело возится машина, сипит-вздыхает пар, дребезжит какой-то колокольчик, глухо ерзает рулевая цепь, но все звуки -- не нужны и как будто не слышны в дремотной тишине, застывшей над рекой.	training.scd.35	(74, 80)	(54, 60)	EARLIER	0.999998375	T
машина	Начали работать в машине, выбирать лед и грязь.	Людей невозможно считать только умственными машинами, располагая ими так, как располагает полководец массами солдат, когда составляет план баталии.	training.scd.36	(18, 24)	(44, 52)	EARLIER	1.7997263e-05	F
машина	"Но он избрал ""корвайр"", создал ему дурную славу; спрос на эту машину прекратился, и она стала достоянием музеев."	Бежала рядом дорога, шоссе -- темное и прямое, -- проносилась по нему машина с желтыми фарами, высвечивала по очереди все дорожные знаки, стрелы и надписи.	training.scd.37	(62, 68)	(70, 76)	LATER	0.999995925	T
машина	"О том, что машина найдена, он узнал рано утром перед выездом из Лиды, когда по ""ВЧ"" позвонил в Управление и ему перечислили все основные происшествия минувших суток в районе передовой и в тылах фронта."	Это было так же нужно, как обедать, когда есть хочется; и для этого так же нужно, как приготовить обед, нужно было вести хозяйственную машину в Покровском так, чтобы были доходы.	training.scd.38	(11, 17)	(135, 141)	COMPARE	0.494942862015	F
машина	О цене машин Полгеймовых стыжуся писать, как несогласно с первым, для которого просил я его зятя, чтоб к нему отписал о присылке последней резолюции, которую, надеюся, получа на предбудущей почте к вам отправлю.	Для писателя, привыкшего писать на писальной машине (а в Америке это становится обычным делом), нет абсолютно никакого затруднения самому набирать свое произведение.	training.scd.39	(7, 12)	(45, 51)	EARLIER	3.4567008e-05	F
машина	Общими усилиями -- Семен, Дитятичев, Дудырев, шофер с машины -- цепляясь за густую шерсть на боках, толкая друг друга плечами, перевернули тяжелую тушу.	"Понятно, что не по каждому делу можно было пускать в ход такую громоздкую машину; при широком развитии частного судопроизводства (так называемых третейских судов, см. с. 133) только самые крупные как гражданские, так и уголовные дела достигали суда ""гелиастов""."	training.scd.40	(54, 60)	(74, 80)	COMPARE	0.9868235	T
машина	Одна из вражеских машин вышла из строя.	"Двигатели ""Каравеллы"" -- так назвали конструкторы реактивный лайнер, положивший начало новому направлению в компоновке самолетов, -- перекочевали на самый хвост машины."	training.scd.41	(18, 23)	(161, 167)	LATER	0.999997925	T
машина	Он не ради щегольской фразы, но от глубины чистого и любящего сердца произнес свой афоризм на большом московском собрании матерей: -- Тот, кто написал хорошую книгу для детей или изобрел детские штанишки, не связывающие движений и приятные в носке, -- тот гораздо более достоин благодарного бессмертия, чем все изобретатели машин и завоеватели стран.	Направляя поршневый стержень паровой машины посредством кулисы или параллелей, особенное внимание обращают на то, чтоб они были выполнены с возможным совершенством.	training.scd.42	(324, 329)	(37, 43)	COMPARE	1.7298067499999997e-05	F
машина	Она остановила машину не совсем ладно, мотор заглох.	Эмгебистская легковая машина исчезает за углом, а я остаюсь на мостовой с большим плохо связанным узлом в руках.	training.scd.43	(15, 21)	(22, 28)	LATER	0.9999967000000001	T
машина	Они понурились и старались не смотреть в сторону машины.	Вот какая-то машина проехала слишком близко к милиционеру, и тот отпрыгнул, но тут же засвистел и побежал штрафовать.	training.scd.44	(49, 55)	(13, 19)	LATER	0.9999986000000001	T
машина	"Последуем же за Гальвани в его знаменитых опытах: ""Я разрезал лягушку и положил ее безо всякого умысла на стол, где на некотором расстоянии стояла электрическая машина."	Потом -- дача, приезд шурина на машине, богатый стол, батарея водочных бутылок, салат с крабами под майонезом, и домашние грибы в миске -- гриб мелкий, ненабрякший, в меру скользкий, в меру плотный -- хороший, не черный гриб, и хлеб черный -- теплый.	training.scd.45	(161, 167)	(32, 38)	LATER	0.06890029675	F
машина	Потом они вызвали бы папину персональную машину и, бледные, взволнованные, отправились бы в писчебумажный магазин, обмениваясь по дороге соображениями, зачем мне так подозрительно срочно понадобилась тетрадь.	"Вам лучше всего переговорить с Ринчино, с военным ведомством, оно посылает три машины за Косичем в Верхнеудинск!""."	training.scd.46	(41, 47)	(79, 85)	LATER	0.99999545	T
машина	"Поэтому все говорит за постройку простейших ""багги"", машин массового типа, которые могут быть успешно использованы для учебно-тренировочной работы и для участия в кроссах, в первую очередь местного значения."	Я уверен, что всякая заминка в деле флота будет для него гибельной, нельзя на полном ходу останавливать или давать задний ход машине -- это ведет к ее поломке.	training.scd.47	(53, 58)	(126, 132)	COMPARE	0.9999986	T
машина	При сем заводе таковых разных машин 13, которые изобрел Полгейм.	Эти машины я видел на выставке в Miinchen'e в ходу и, продолжительное время старательно наблюдая их функционирование, убедился в его простоте и правильности, на что мое внимание обратили и в Берлине.	training.scd.48	(30, 35)	(4, 10)	EARLIER	0.999997625	T
машина	Рабочей же силы, по предварительному расчету, понадобится двести тысяч человек, на четыре года, при условии применения лучших и дорогих машин.	В стране с неразвитою или первобытною правительственною машиною и промышленностью нет спроса для истинного образования, особенно высшего, и там, где господствуют вялость и формализм, самостоятельные специалисты с высшим образованием не находят деятельности в общественных и государственных сферах, а потому впадают или в метафизические абстракты и уродливые утопии, или просто в отчаяние и излишества, а в лучшем случае -- в ненужную диалектику и декадентское празднословие.	training.scd.49	(136, 141)	(56, 63)	EARLIER	8.9568505e-06	F
машина	Сия машина требует колодезя, который глубоко в землю выкопан и обстроен кирпичом и купно на своем верху имеет четвероугольный ящик для воды, который довольно всегда в себя втекающей воды иметь должен; над глубоким колодезем строят высокие деревянные быки, на которых верхней части ворот находится, который свободно поворачиваться может.	Решили поставить таковые при д. Катышево, для чего катышевским обществом обещано выстроить для пожарной машины сарай.	training.scd.50	(4, 10)	(104, 110)	EARLIER	0.999985915	T
машина	Сложнейший комплекс машин перемещался в каменном чреве подводной горы, погружаясь в хрупкий красно-бурый минерал.	"-- У них есть у кого-нибудь ""Москвич-400"" Милицейский сержант усмехнулся: -- На те деньги, что они зарабатывают, только машины и покупать."	training.scd.51	(20, 25)	(120, 126)	LATER	0.53072442	F
машина	"Стали ломать матрицы, вставлять в машину ""ё"", доливать на словолитне шрифты, на пишущих машинках буквы нет, так две точки над ""е"" ставили руками, полетели приказы."	Невиданный размах производства льнотеребилок в СССР, высокие темпы модернизации и разработки новых машин послужили своеобразным катализатором для зарубежных фирм.	training.scd.52	(34, 40)	(99, 104)	LATER	0.999991675	T
машина	"Стали ломать матрицы, вставлять в машину ""ё"", доливать на словолитне шрифты, на пишущих машинках буквы нет, так две точки над ""е"" ставили руками, полетели приказы."	Невиданный размах производства льнотеребилок в СССР, высокие темпы модернизации и разработки новых машин послужили своеобразным катализатором для зарубежных фирм.	training.scd.53	(88, 96)	(99, 104)	LATER	0.999995475	T
машина	Теперь же оказывалось, что т двое, сломавъ машину, спрятали ее, сами притаились было, но погодя, благоразумно объявились.	Куриная заявила приставу 2 полиц. части, что украденная у нее в апреле мес. швейная машина находится на Покровской площади, в доме Соломко, где действительно эта машина и была найдена; при чем новая хозяйка ее предъявила расписку, из которой видно, что машина куплена Соломко 30 апреля этого года у М. Пастуновой за 35 руб.	training.scd.54	(43, 49)	(84, 90)	COMPARE	0.999995225	T
машина	Теперь же оказывалось, что т двое, сломавъ машину, спрятали ее, сами притаились было, но погодя, благоразумно объявились.	Куриная заявила приставу 2 полиц. части, что украденная у нее в апреле мес. швейная машина находится на Покровской площади, в доме Соломко, где действительно эта машина и была найдена; при чем новая хозяйка ее предъявила расписку, из которой видно, что машина куплена Соломко 30 апреля этого года у М. Пастуновой за 35 руб.	training.scd.55	(43, 49)	(162, 168)	COMPARE	0.999997375	T
машина	Теперь же оказывалось, что т двое, сломавъ машину, спрятали ее, сами притаились было, но погодя, благоразумно объявились.	Куриная заявила приставу 2 полиц. части, что украденная у нее в апреле мес. швейная машина находится на Покровской площади, в доме Соломко, где действительно эта машина и была найдена; при чем новая хозяйка ее предъявила расписку, из которой видно, что машина куплена Соломко 30 апреля этого года у М. Пастуновой за 35 руб.	training.scd.56	(43, 49)	(253, 259)	COMPARE	0.999997375	T
машина	Теперь из окон можно было осмотреть машину.	-- Хорошо, а где машина находится -- Метров пять от берега.	training.scd.57	(36, 42)	(17, 23)	LATER	0.9999977	T
машина	Топором машину не чинят.	"А раз был такой случай: ""При приближении поезда X., желая удержать мою Бетси, поднял руку; лошадь, испугавшись взмаха руки и свистка машины, вдруг поднялась на дыбы и выбила меня из седла; я упала всей тяжестью на левую сторону."	training.scd.58	(8, 14)	(133, 139)	COMPARE	0.9997054999999999	T
машина	Точно так же колхозом производится доставка с.-х. машин и орудий с ж.-д. станции или пристани на усадьбу МТС и с усадьбы к месту работы и обратно.	Перешли к машинам, где из листов выбиваются кружки.	training.scd.59	(50, 55)	(10, 17)	COMPARE	0.999988535	T
машина	Тут я впервые приоделся как следует, попил-поел вволю; опять же дача, машина, сертификаты, за границу меня стали понемногу выпускать, сначала в соцстраны, потом глядишь, и в Италию съездил; докторская у меня была уже на подходе, в институте мои недоброжелатели приутихли.	"""Одно из средств, -- говорится в ""Земледельческой газете"", -- выхода из настоящего критического положения заключается в сумме тех мер, которые могут поднять хозяйство землевладельцев, вызвать улучшенное хозяйствование, следовательно, прекращение системы сдачи полей кругами, устройство батрачного хозяйства, введение усовершенствованных машин, орудий, пород скота, многопольной системы, улучшение лугов и выгонов и пр. и пр.""."	training.scd.60	(70, 76)	(337, 342)	COMPARE	2.75941235e-05	F
машина	У нас на постирушечки две женщины приставлены особо, а белье все машиной.	"Стачки бывали в России и в 70-х и в 60-х годах (и даже в первой половине XIX века), сопровождаясь ""стихийным"" разрушением машин и т. п. По сравнению с этими ""бунтами"" стачки 90-х годов можно даже назвать ""сознательными"" -- до такой степени значителен тот шаг вперед, который сделало за это время рабочее движение."	training.scd.61	(65, 72)	(122, 127)	EARLIER	4.92189684e-06	F
машина	Удрав с Радио до срока, покатил к старым доблестным моим морякам -- зенитчикам на Глинка-стрит, дабы просить машину под дрова.	На заводе, как на настоящей фабрике-кухне, весь процесс формирования продукции осуществляется в закрытых машинах.	training.scd.62	(109, 115)	(105, 112)	LATER	2.1229828999999997e-05	F
машина	Через сверкающие окна видны колеса, огни, машины.	"Гулять на улицу меня не пускали, да и некогда было гулять, -- работа всё росла; теперь, кроме обычного труда за горничную, дворника и ""мальчика на посылках"", я должен был ежедневно набивать гвоздями на широкие доски коленкор, наклеивать на него чертежи, переписывать сметы строительных работ хозяина, проверять счета подрядчиков, -- хозяин работал с утра до ночи, как машина."	training.scd.63	(42, 48)	(368, 374)	COMPARE	2.52988115e-05	F
машина	Эта машина имеет вид щипцов, обе половины которых удивительно своеобразно сконструированы.	Так, например, в Англии в некоторых больших школах, где мальчики живут по пятидесяти и даже по двести человек у учителей, начальники этих пансионов сдают чистку сапог особому предпринимателю, который берет на себя вычистить каждое утро на машине тысячу пар сапог.	training.scd.64	(4, 10)	(239, 245)	EARLIER	0.993831	T
машина	Это потому, что над землей и в земле стучали без отдыха машины, вертелись чугунные колеса, бежали канаты.	Новая пиловалная машина, в которой будет лес пиловатся. д.	training.scd.65	(56, 62)	(17, 23)	EARLIER	0.999998375	T
машина	Я тоже буду куда-то все время мчаться, несмотря на то что зимой мчаться как раз не следует, потому что скользко и машину то и дело заносит.	Или по каким-нибудь впечатлениям, которые они могли бы произвести на наши молодые натуры; мы просто отходили от них, как от машин, перестававших действовать, и духовные связи с учителями порывались в минуту, когда кончались отношения ученика к учителю.	training.scd.66	(114, 120)	(124, 129)	COMPARE	0.00028133397	F
переулок	Безайс свернул в переулок, но там стоял целый обоз.	Страшное дело кровавой красавицы Коротенький Гусев переулок, соединяющий Лиговку со Знаменской улицей, в то время не был еще застроен пятиэтажными домами и казался огороженным с двух сторон заборами.	training.scd.67	(17, 25)	(51, 59)	COMPARE	0.99999425	T
переулок	Не глядя по сторонам, совсем близко, почти касаясь, мимо Матери, он не прошел, а проскользнул через столовую в другую дверь, в коридор, на черный двор,-- и в переулок.	Целый обоз чумаков выезжал со стороны поля и, поскрипывая, грузно сворачивал в ближайший переулок.	training.scd.68	(158, 166)	(89, 97)	COMPARE	0.999701435	T
переулок	Он отправился в Армянский переулок к Ольге.	"-- Поговорите с ним, не разрешит ли он вам переиздать ""Собачий переулок"" Она кокетливо улыбнулась и сказала: -- Можно попробовать!"	training.scd.69	(26, 34)	(63, 71)	LATER	0.0067091574	F
